"_raw",host,index,source,sourcetype,time
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40"", ""stats"": {""devid"": 3, ""value"": 0.0, ""error_code"": null, ""time"": 1469066421, ""key"": ""node.ifs.heat.link.total"", ""error"": null}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.link.total&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40"", ""stats"": {""devid"": 2, ""value"": 0.0, ""error_code"": null, ""time"": 1469066423, ""key"": ""node.ifs.heat.link.total"", ""error"": null}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.link.total&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40"", ""stats"": {""devid"": 1, ""value"": 0.0, ""error_code"": null, ""time"": 1469066426, ""key"": ""node.ifs.heat.link.total"", ""error"": null}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.link.total&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.246.130"", ""stats"": {""error"": null, ""key"": ""cluster.node.count.down"", ""error_code"": null, ""time"": 1469065833, ""value"": 0, ""devid"": 0}, ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=cluster.node.count.down","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.fan.rpms.1"", ""error"": null, ""value"": 7468, ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.fan.rpms.1"", ""error"": null, ""value"": 7637, ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.fan.rpms.1"", ""error"": null, ""value"": 7387, ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""key"": ""cluster.protostats.http.total"", ""error"": null, ""time"": 1469066428, ""error_code"": null, ""value"": [], ""devid"": 0}, ""node"": ""1.2.247.40"", ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=cluster.protostats.http.total","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.fan.rpms.0"", ""error"": null, ""value"": 7346, ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.fan.rpms.0"", ""error"": null, ""value"": 7427, ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.fan.rpms.0"", ""error"": null, ""value"": 7346, ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""time"": 1469066426, ""value"": 1, ""error_code"": null, ""error"": null, ""devid"": 3, ""key"": ""node.clientstats.active.irp""}, ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.active.irp&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""time"": 1469066426, ""value"": 1, ""error_code"": null, ""error"": null, ""devid"": 2, ""key"": ""node.clientstats.active.irp""}, ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.active.irp&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""time"": 1469066427, ""value"": 1, ""error_code"": null, ""error"": null, ""devid"": 1, ""key"": ""node.clientstats.active.irp""}, ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.active.irp&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""stats"": {""value"": 2434215936, ""devid"": 3, ""error"": null, ""key"": ""node.memory.free"", ""error_code"": null, ""time"": 1469066425}, ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.memory.free&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""stats"": {""value"": 3130327040, ""devid"": 2, ""error"": null, ""key"": ""node.memory.free"", ""error_code"": null, ""time"": 1469066424}, ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.memory.free&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""stats"": {""value"": 2801102848, ""devid"": 1, ""error"": null, ""key"": ""node.memory.free"", ""error_code"": null, ""time"": 1469066428}, ""timestamp"": ""2016-07-21 12:00:31"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.memory.free&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""stats"": {""error"": null, ""value"": 0, ""devid"": 3, ""key"": ""node.clientstats.active.smb2"", ""error_code"": null, ""time"": 1469066428}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.active.smb2&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""stats"": {""error"": null, ""value"": 0, ""devid"": 2, ""key"": ""node.clientstats.active.smb2"", ""error_code"": null, ""time"": 1469066427}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.active.smb2&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""stats"": {""error"": null, ""value"": 0, ""devid"": 1, ""key"": ""node.clientstats.active.smb2"", ""error_code"": null, ""time"": 1469066427}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.clientstats.active.smb2&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""namespace"": ""statistics"", ""node"": ""1.2.246.130"", ""stats"": {""error_code"": null, ""key"": ""node.clientstats.connected.ftp"", ""devid"": 3, ""value"": 0, ""error"": null, ""time"": 1469066425}, ""timestamp"": ""2016-07-21 12:00:31""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.ftp&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""namespace"": ""statistics"", ""node"": ""1.2.246.130"", ""stats"": {""error_code"": null, ""key"": ""node.clientstats.connected.ftp"", ""devid"": 2, ""value"": 0, ""error"": null, ""time"": 1469066428}, ""timestamp"": ""2016-07-21 12:00:31""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.ftp&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""namespace"": ""statistics"", ""node"": ""1.2.246.130"", ""stats"": {""error_code"": null, ""key"": ""node.clientstats.connected.ftp"", ""devid"": 1, ""value"": 0, ""error"": null, ""time"": 1469066425}, ""timestamp"": ""2016-07-21 12:00:31""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.ftp&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""error"": null, ""key"": ""node.ifs.cache.l2.data.read.hit"", ""time"": 1469066425, ""value"": 126156.8, ""error_code"": null, ""devid"": 3}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.cache.l2.data.read.hit&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""error"": null, ""key"": ""node.ifs.cache.l2.data.read.hit"", ""time"": 1469066427, ""value"": 925696.0, ""error_code"": null, ""devid"": 2}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.cache.l2.data.read.hit&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""stats"": {""error"": null, ""key"": ""node.ifs.cache.l2.data.read.hit"", ""time"": 1469066425, ""value"": 480051.2, ""error_code"": null, ""devid"": 1}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:31"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.cache.l2.data.read.hit&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""stats"": {""value"": 2.3, ""devid"": 3, ""key"": ""node.ifs.heat.blocked.total"", ""error_code"": null, ""time"": 1469066422, ""error"": null}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.blocked.total&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""stats"": {""value"": 2.2, ""devid"": 2, ""key"": ""node.ifs.heat.blocked.total"", ""error_code"": null, ""time"": 1469066422, ""error"": null}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.blocked.total&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:31"", ""stats"": {""value"": 2.0, ""devid"": 1, ""key"": ""node.ifs.heat.blocked.total"", ""error_code"": null, ""time"": 1469066422, ""error"": null}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.blocked.total&devid=all","emc:isilon:rest","21-07-2016 12:00:31"
"{""timestamp"": ""2016-07-21 12:00:32"", ""stats"": {""value"": 66.25, ""error_code"": null, ""devid"": 3, ""key"": ""node.sensor.temp.celsius.0"", ""time"": 1469066429, ""error"": null}, ""namespace"": ""statistics"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.temp.celsius.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""stats"": {""value"": 66.25, ""error_code"": null, ""devid"": 2, ""key"": ""node.sensor.temp.celsius.0"", ""time"": 1469066429, ""error"": null}, ""namespace"": ""statistics"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.temp.celsius.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""stats"": {""value"": 66.25, ""error_code"": null, ""devid"": 1, ""key"": ""node.sensor.temp.celsius.0"", ""time"": 1469066429, ""error"": null}, ""namespace"": ""statistics"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.temp.celsius.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""value"": 0, ""time"": 1469066429, ""error_code"": null, ""error"": null, ""key"": ""node.clientstats.active.cifs"", ""devid"": 3}, ""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.cifs&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""value"": 0, ""time"": 1469066425, ""error_code"": null, ""error"": null, ""key"": ""node.clientstats.active.cifs"", ""devid"": 2}, ""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.cifs&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""value"": 0, ""time"": 1469066428, ""error_code"": null, ""error"": null, ""key"": ""node.clientstats.active.cifs"", ""devid"": 1}, ""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.active.cifs&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""value"": 0, ""error_code"": null, ""error"": null, ""time"": 1469066425, ""key"": ""node.clientstats.connected.http""}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.http&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""value"": 0, ""error_code"": null, ""error"": null, ""time"": 1469066427, ""key"": ""node.clientstats.connected.http""}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.http&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""value"": 0, ""error_code"": null, ""error"": null, ""time"": 1469066429, ""key"": ""node.clientstats.connected.http""}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.clientstats.connected.http&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 3, ""time"": 1469066425, ""key"": ""node.net.ext.bytes.in.rate"", ""error"": null, ""value"": 12865.8, ""error_code"": null}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.net.ext.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 2, ""time"": 1469066424, ""key"": ""node.net.ext.bytes.in.rate"", ""error"": null, ""value"": 15021.6, ""error_code"": null}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.net.ext.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 1, ""time"": 1469066425, ""key"": ""node.net.ext.bytes.in.rate"", ""error"": null, ""value"": 14881.8, ""error_code"": null}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.net.ext.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.246.130"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics"", ""stats"": {""error"": null, ""key"": ""cluster.protostats.irp.total"", ""time"": 1469066429, ""devid"": 0, ""error_code"": null, ""value"": [{""in_rate"": 19.9206600189209, ""op_id"": 4294967295, ""out_rate"": 0.0, ""time_min"": 3, ""in_min"": 0, ""out_min"": 0, ""out_max"": 0, ""time_avg"": 235.6773529052734, ""time_max"": 1495, ""op_count"": 468, ""op_rate"": 98.54116821289062, ""in_max"": 20}]}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=cluster.protostats.irp.total","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""stats"": {""error"": null, ""key"": ""cluster.protostats.irp.total"", ""time"": 1469066429, ""devid"": 0, ""error_code"": null, ""value"": [{""out_max"": 0, ""in_min"": 0, ""time_max"": 1716, ""op_count"": 38, ""in_max"": 56, ""time_avg"": 185.2368469238281, ""in_rate"": 11.84706211090088, ""op_id"": 4294967295, ""op_rate"": 7.928729057312012, ""out_rate"": 0.0, ""time_min"": 14, ""out_min"": 0}]}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=cluster.protostats.irp.total","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.246.130"", ""stats"": {""value"": [], ""devid"": 0, ""key"": ""cluster.protostats.nlm.total"", ""error"": null, ""error_code"": null, ""time"": 1469066429}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=cluster.protostats.nlm.total","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""error"": null, ""key"": ""node.ifs.heat.write.total"", ""time"": 1469066421, ""value"": 0.0, ""error_code"": null, ""devid"": 3}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.write.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""error"": null, ""key"": ""node.ifs.heat.write.total"", ""time"": 1469066425, ""value"": 170.1, ""error_code"": null, ""devid"": 2}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.write.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""error"": null, ""key"": ""node.ifs.heat.write.total"", ""time"": 1469066422, ""value"": 0.0, ""error_code"": null, ""devid"": 1}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.247.40""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.write.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 3, ""error"": null, ""time"": 1469066425, ""key"": ""node.ifs.cache.l2.data.read.miss"", ""error_code"": null, ""value"": 0.0}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.ifs.cache.l2.data.read.miss&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 2, ""error"": null, ""time"": 1469066425, ""key"": ""node.ifs.cache.l2.data.read.miss"", ""error_code"": null, ""value"": 0.0}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.ifs.cache.l2.data.read.miss&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 1, ""error"": null, ""time"": 1469066429, ""key"": ""node.ifs.cache.l2.data.read.miss"", ""error_code"": null, ""value"": 0.0}, ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.ifs.cache.l2.data.read.miss&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""value"": 0.0, ""time"": 1469066427, ""error_code"": null, ""error"": null, ""key"": ""node.ifs.bytes.in.rate"", ""devid"": 3}, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""value"": 712230.4, ""time"": 1469066425, ""error_code"": null, ""error"": null, ""key"": ""node.ifs.bytes.in.rate"", ""devid"": 2}, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""stats"": {""value"": 0.0, ""time"": 1469066428, ""error_code"": null, ""error"": null, ""key"": ""node.ifs.bytes.in.rate"", ""devid"": 1}, ""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.bytes.in.rate&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 3, ""key"": ""node.ifs.heat.write.total"", ""error"": null, ""error_code"": null, ""time"": 1469066425, ""value"": 6.090909090909091}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.ifs.heat.write.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 2, ""key"": ""node.ifs.heat.write.total"", ""error"": null, ""error_code"": null, ""time"": 1469066423, ""value"": 37.4}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.ifs.heat.write.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32"", ""node"": ""1.2.246.130"", ""stats"": {""devid"": 1, ""key"": ""node.ifs.heat.write.total"", ""error"": null, ""error_code"": null, ""time"": 1469066428, ""value"": 26.3}}","splunk-test03",isilon,"isilon://1.2.246.130::/platform/1/statistics/current?key=node.ifs.heat.write.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""stats"": {""key"": ""node.ifs.heat.deadlocked.total"", ""error"": null, ""error_code"": null, ""time"": 1469066423, ""value"": 0.0, ""devid"": 3}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.deadlocked.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""stats"": {""key"": ""node.ifs.heat.deadlocked.total"", ""error"": null, ""error_code"": null, ""time"": 1469066422, ""value"": 0.0, ""devid"": 2}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.deadlocked.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""stats"": {""key"": ""node.ifs.heat.deadlocked.total"", ""error"": null, ""error_code"": null, ""time"": 1469066422, ""value"": 0.0, ""devid"": 1}, ""namespace"": ""statistics"", ""timestamp"": ""2016-07-21 12:00:32""}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.ifs.heat.deadlocked.total&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.fan.rpms.4"", ""error"": null, ""value"": 11296, ""error_code"": null, ""time"": 1469066429}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.fan.rpms.4"", ""error"": null, ""value"": 11504, ""error_code"": null, ""time"": 1469066429}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics"", ""stats"": {""devid"": 1, ""key"": ""node.sensor.fan.rpms.4"", ""error"": null, ""value"": 14272, ""error_code"": null, ""time"": 1469066429}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics"", ""stats"": {""devid"": 3, ""key"": ""node.sensor.fan.rpms.3"", ""error"": null, ""value"": 11088, ""error_code"": null, ""time"": 1469066429}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
"{""node"": ""1.2.247.40"", ""timestamp"": ""2016-07-21 12:00:32"", ""namespace"": ""statistics"", ""stats"": {""devid"": 2, ""key"": ""node.sensor.fan.rpms.3"", ""error"": null, ""value"": 11328, ""error_code"": null, ""time"": 1469066429}}","splunk-test03",isilon,"isilon://1.2.247.40::/platform/1/statistics/current?key=node.sensor.fan.rpms.$get_count$&devid=all","emc:isilon:rest","21-07-2016 12:00:32"
