"_raw",host,index,source,sourcetype
"Sep 20 21:23:30 1.2.246.130 2016-09-20T21:50:59 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.130 2016-09-20T21:50:59 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-177f430501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-177f430501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-177f430501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-177f430501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-177f430501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|34|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:30 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.214|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-52e13e0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.212|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.131 2016-09-20T21:50:59 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.212|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-52e13e0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-52e13e0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-52e13e0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-52e13e0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-52e13e0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|34|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:29 1.2.246.130 2016-09-20T21:50:58 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.224|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-17005c0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-17005c0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-17005c0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-17005c0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-17005c0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-17005c0501000000","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|34|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:27 1.2.246.130 2016-09-20T21:50:57 isistl-3(id3) audit_protocol[5462]: S-1-22-1-0|5|1.2.229.222|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.130",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:56 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.183|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:56 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.183|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-01aa150501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-01aa150501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-01aa150501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-01aa150501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-01aa150501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-01aa150501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:26 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0bb43a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0bb43a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0bb43a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0bb43a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0bb43a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-0bb43a0501000000","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|DIR|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|34|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:25 1.2.246.136 2016-09-20T21:50:55 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|OPEN|SUCCESS|32|DIR|OPENED|/ifs/ASC/Archived_VMs","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|84:1|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f5ac400501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.136 2016-09-20T21:50:54 isistl-1(id1) audit_protocol[5511]: S-1-22-1-0|5|1.2.229.221|CLOSE|SUCCESS|FILE|4608:1|0:0|/ifs/ASC/Archived_VMs/.iormstats.sf","1.2.246.136",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f5ac400501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|DELETE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|WRITE|SUCCESS|FILE|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f5ac400501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f5ac400501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|OPEN|SUCCESS|2|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f5ac400501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/.lck-f5ac400501000000","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|CLOSE|SUCCESS|FILE|0:0|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|OPEN|SUCCESS|0|FILE|OPENED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.223|OPEN|SUCCESS|262272|FILE|CREATED|/ifs/ASC/Archived_VMs/.iorm.sf/access","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
"Sep 20 21:23:24 1.2.246.131 2016-09-20T21:50:54 isistl-2(id2) audit_protocol[5441]: S-1-22-1-0|5|1.2.229.213|CLOSE|SUCCESS|FILE|1152:1|0:0|/ifs/ASC/Archived_VMs/.iorm.sf/slotsfile","1.2.246.131",isilon,"udp:514","emc:isilon:syslog"
