_raw,host,index,source,sourcetype,_time
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=fvCtx	name=controllers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	lcOwn=local	childAction=	dn=	status=	ctxClass=fvCtx	related_Ctx=overlay-1	related_Tenant=infra	ctxDn=uni/tn-infra/ctx-overlay-1","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudCtx	name=controllers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudCtx	related_Region=us-east-1	related_Tenant=infra	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudEndPoint	related_Tenant=infra	related_Cidr=x.x.x.x/x	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Ep=eni-064bfe4cfbbad198a	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-064bfe4cfbbad198a]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudEndPoint	related_Tenant=infra	related_Cidr=x.x.x.x/x	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Ep=eni-074e75fa4861b548a	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-074e75fa4861b548a]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudEndPoint	related_Tenant=infra	related_Cidr=x.x.x.x/x	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Ep=eni-033a7e61e24a8639e	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-033a7e61e24a8639e]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudEndPoint	related_Tenant=infra	related_Cidr=x.x.x.x/x	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Ep=eni-0f332644bcf2d9bd0	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-0f332644bcf2d9bd0]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudEndPoint	related_Tenant=infra	related_Cidr=x.x.x.x/x	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Ep=eni-0567b48cc52383dc4	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-0567b48cc52383dc4]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:45	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudEndPoint	related_Tenant=infra	related_Cidr=x.x.x.x/x	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Ep=eni-0b3302c4059e4c7ef	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-0b3302c4059e4c7ef]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:45.000-0700"
"2019-06-14 01:56:44	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=vzBrCP	related_Brc=allow-all	related_Tenant=infra	ctxDn=uni/tn-infra/brc-allow-all","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:44.000-0700"
"2019-06-14 01:56:44	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=vzBrCP	related_Brc=ipsec	related_Tenant=infra	ctxDn=uni/tn-infra/brc-ipsec","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:44.000-0700"
"2019-06-14 01:56:44	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=vzBrCP	related_Brc=ssh-https	related_Tenant=infra	ctxDn=uni/tn-infra/brc-ssh-https","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:44.000-0700"
"2019-06-14 01:56:44	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=vzBrCP	related_Brc=netconf-ssh-ipsec-ipsecnat	related_Tenant=infra	ctxDn=uni/tn-infra/brc-netconf-ssh-ipsec-ipsecnat","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:44.000-0700"
"2019-06-14 01:56:44	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudSecurityGroup	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudSecurityGroup	related_Region=us-east-1	related_Tenant=infra	related_Context=overlay-1]-addr	related_Sgroup=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/sgroup-[uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:44.000-0700"
"2019-06-14 01:56:43	apic_host=x.x.x.x	component=cloudEPg	related_component=fvCtx	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=fvCtx	related_Ctx=overlay-1	related_Tenant=infra	ctxDn=uni/tn-infra/ctx-overlay-1","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:43.000-0700"
"2019-06-14 01:56:43	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudCtx	name=infra-routers	configSt=applied	prio=unspecified	scope=16777199	txId=5764607523034234922	floodOnEncap=disabled	isSharedSrvMsiteEPg=no	matchT=AtleastOne	uid=0	triggerSt=triggerable	prefGrMemb=exclude	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	lcOwn=local	childAction=	dn=	status=	ctxClass=hcloudCtx	related_Region=us-east-1	related_Tenant=infra	related_Context=overlay-1]-addr	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:56:43.000-0700"
"2019-06-14 01:52:06	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=hcloudEndPoint	related_Cidr=x.x.x.x/x	related_Tenant=infra	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Context=overlay-1]-addr	related_Ep=eni-000c945abaeb1978c	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-000c945abaeb1978c]	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:06.000-0700"
"2019-06-14 01:52:04	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudSecurityGroup	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=hcloudSecurityGroup	related_Context=overlay-1]-addr	related_Region=us-east-1	related_Tenant=infra	related_Sgroup=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/sgroup-[uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers]	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:04.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=fvCtx	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=fvCtx	related_Ctx=overlay-1	related_Tenant=infra	ctxDn=uni/tn-infra/ctx-overlay-1	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudCtx	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=hcloudCtx	related_Context=overlay-1]-addr	related_Region=us-east-1	related_Tenant=infra	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=vzBrCP	related_Brc=netconf-ssh-ipsec-ipsecnat	related_Tenant=infra	ctxDn=uni/tn-infra/brc-netconf-ssh-ipsec-ipsecnat	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=vzBrCP	related_Brc=allow-all	related_Tenant=infra	ctxDn=uni/tn-infra/brc-allow-all	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=vzBrCP	uid=0	name=controllers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-controllers	modTs=2019-05-15T23:03:55.779+00:00	pcTag=49155	floodOnEncap=disabled	status=	ctxClass=vzBrCP	related_Brc=ssh-https	related_Tenant=infra	ctxDn=uni/tn-infra/brc-ssh-https	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	uid=0	name=infra-routers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	floodOnEncap=disabled	status=	ctxClass=hcloudEndPoint	related_Cidr=x.x.x.x/x	related_Tenant=infra	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Context=overlay-1]-addr	related_Ep=eni-064bfe4cfbbad198a	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-064bfe4cfbbad198a]	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	uid=0	name=infra-routers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	floodOnEncap=disabled	status=	ctxClass=hcloudEndPoint	related_Cidr=x.x.x.x/x	related_Tenant=infra	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Context=overlay-1]-addr	related_Ep=eni-074e75fa4861b548a	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-074e75fa4861b548a]	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
"2019-06-14 01:52:03	apic_host=x.x.x.x	component=cloudEPg	related_component=hcloudEndPoint	uid=0	name=infra-routers	scope=16777199	triggerSt=triggerable	lcOwn=local	txId=5764607523034234922	matchT=AtleastOne	configSt=applied	prefGrMemb=exclude	isSharedSrvMsiteEPg=no	prio=unspecified	dn=uni/tn-infra/cloudapp-cloud-infra/cloudepg-infra-routers	modTs=2019-05-15T23:03:55.899+00:00	pcTag=49156	floodOnEncap=disabled	status=	ctxClass=hcloudEndPoint	related_Cidr=x.x.x.x/x	related_Tenant=infra	related_Region=us-east-1	related_Subnet=x.x.x.x/x	related_Context=overlay-1]-addr	related_Ep=eni-033a7e61e24a8639e	ctxDn=acct-[infra]/region-[us-east-1]/context-[overlay-1]-addr-[x.x.x.x/x]/cidr-[x.x.x.x/x]/subnet-[x.x.x.x/x]/ep-[eni-033a7e61e24a8639e]	childAction=	dn=","SPLUNK",main,"/opt/splunk/etc/apps/TA_cisco-ACI/bin/collect.py -cloud cloudZone cloudCtxProfile vzBrCP cloudRegion cloudExtEPg cloudEPg hcloudCsr hcloudEndPoint hcloudInstance vnsAbsGraph cloudLB fvTenant fvCtx cloudApp hcloudCtx","cisco:apic:cloud","2019-06-14T01:52:03.000-0700"
