Location
"Location#All Locations#BXB"
"Location#All Locations#CUP"
"Location#All Locations#CUP#CUP24"
"Location#All Locations#CUP#CUPM1"
"Location#All Locations#CUP#CUPN1"
"Location#All Locations#CUP#ITOPS"
"Location#All Locations#IND#HYD"
"Location#All Locations#NTN"
"Location#All Locations#NYC#OEAP"
"Location#All Locations#OEAP"
